race,discuss_politics,ideology,party,church_goer,age,gender,political_interest,patriotism,state,ground_truth
white,Yes,moderate,an independent who leans Republican,do not attend church,21,man,not very,a little good,Tennessee,Non-voter
white,Yes,conservative,a weak Republican,attend church,29,woman,not very,moderately good,Minnesota,Non-voter
,Yes,moderate,an independent who leans Democratic,,76,man,somewhat,extremely good,Tennessee,Clinton
white,Yes,moderate,a weak Republican,attend church,42,woman,somewhat,extremely good,Illinois,Trump
black,No,moderate,a weak Democrat,do not attend church,24,woman,somewhat,neither good nor bad,North Carolina,Clinton
white,No,slightly conservative,an independent,do not attend church,74,man,somewhat,extremely good,Louisiana,Non-voter
white,,,a strong Republican,do not attend church,51,man,,,Washington,Non-voter
white,Yes,conservative,a strong Republican,attend church,76,woman,very,extremely good,Texas,Trump
black,,conservative,a strong democrat,do not attend church,25,man,,,North Carolina,Non-voter
hispanic,Yes,conservative,a strong Republican,attend church,60,,very,extremely good,Florida,Trump
white,No,moderate,a weak Republican,attend church,30,woman,not very,moderately good,Kansas,Clinton
hispanic,Yes,extremely conservative,a strong Republican,attend church,61,woman,very,extremely good,California,Trump
white,Yes,slightly conservative,a weak Democrat,attend church,48,woman,somewhat,extremely good,Florida,Clinton
hispanic,,slightly liberal,an independent who leans Democratic,attend church,39,man,,,New York,Non-voter
white,Yes,moderate,an independent who leans Democratic,attend church,50,woman,very,extremely good,New Jersey,Clinton
white,Yes,moderate,a weak Democrat,attend church,36,woman,not very,moderately good,Massachusetts,Clinton
white,Yes,liberal,an independent who leans Democratic,do not attend church,58,man,very,extremely good,Maryland,Clinton
asian,Yes,slightly liberal,an independent who leans Democratic,do not attend church,30,man,somewhat,moderately good,Michigan,Clinton
white,Yes,slightly liberal,an independent who leans Democratic,attend church,52,woman,not very,extremely good,Minnesota,Clinton
white,Yes,conservative,a strong Republican,do not attend church,54,man,somewhat,extremely good,Mississippi,Non-voter
hispanic,Yes,extremely conservative,a strong Republican,attend church,70,man,very,extremely good,Colorado,Trump
white,Yes,conservative,an independent who leans Republican,attend church,81,woman,somewhat,extremely good,Illinois,Trump
white,Yes,conservative,an independent who leans Republican,attend church,41,man,somewhat,extremely good,Texas,Trump
black,Yes,slightly liberal,an independent who leans Democratic,attend church,23,man,somewhat,neither good nor bad,Ohio,Clinton
white,,slightly liberal,an independent who leans Democratic,do not attend church,45,woman,,,California,Non-voter
white,Yes,conservative,a strong Republican,do not attend church,46,man,not very,extremely good,Ohio,Trump
hispanic,Yes,,a strong democrat,attend church,72,woman,somewhat,extremely good,Texas,Clinton
black,Yes,,a strong democrat,attend church,59,woman,somewhat,neither good nor bad,South Carolina,Clinton
hispanic,No,slightly liberal,a strong democrat,do not attend church,57,woman,somewhat,extremely good,Texas,Non-voter
white,Yes,liberal,a weak Democrat,do not attend church,35,man,very,neither good nor bad,Minnesota,Non-voter
white,Yes,moderate,an independent who leans Democratic,do not attend church,40,woman,not very,neither good nor bad,Maryland,Non-voter
white,Yes,slightly liberal,an independent who leans Democratic,attend church,55,woman,not very,extremely good,Idaho,Clinton
asian,No,conservative,a weak Republican,attend church,79,woman,not at all,extremely good,Pennsylvania,Non-voter
asian,Yes,slightly liberal,an independent,attend church,28,man,somewhat,a little bad,California,Non-voter
hispanic,Yes,moderate,an independent who leans Democratic,attend church,,man,very,extremely good,Texas,Clinton
black,,slightly conservative,an independent,do not attend church,56,woman,,,,Non-voter
white,No,,an independent,do not attend church,35,man,not at all,a little good,Oklahoma,Non-voter
white,Yes,liberal,a strong democrat,attend church,58,woman,not very,moderately good,Oklahoma,Clinton
white,Yes,extremely conservative,a strong Republican,attend church,60,woman,very,extremely good,Mississippi,Trump
white,Yes,conservative,a strong Republican,do not attend church,57,woman,very,extremely good,Tennessee,Trump
white,,,a weak Democrat,attend church,58,woman,,,North Carolina,Non-voter
white,Yes,extremely conservative,a strong Republican,do not attend church,87,man,very,extremely good,Texas,Trump
black,No,extremely liberal,an independent who leans Democratic,attend church,47,woman,somewhat,moderately good,North Carolina,Non-voter
white,Yes,moderate,an independent who leans Democratic,attend church,59,woman,somewhat,extremely good,New Hampshire,Clinton
white,No,,a weak Democrat,do not attend church,84,man,somewhat,extremely good,Tennessee,Non-voter
white,Yes,moderate,an independent who leans Republican,attend church,50,man,somewhat,extremely good,Idaho,Trump
white,,liberal,a strong democrat,do not attend church,48,man,,,,Non-voter
,Yes,slightly liberal,a weak Democrat,attend church,47,woman,somewhat,extremely good,Idaho,Clinton
white,Yes,extremely conservative,a strong Republican,attend church,57,woman,very,extremely good,Arkansas,Trump
white,Yes,conservative,a strong Republican,attend church,24,man,somewhat,extremely good,Wisconsin,Trump
white,,moderate,a strong Republican,attend church,45,man,,,New Jersey,Non-voter
white,Yes,slightly conservative,a weak Republican,do not attend church,62,woman,very,extremely good,New York,Non-voter
white,Yes,slightly liberal,a strong democrat,attend church,60,man,somewhat,moderately good,California,Clinton
white,Yes,conservative,a strong Republican,attend church,66,woman,somewhat,extremely good,Mississippi,Trump
white,Yes,slightly liberal,a weak Democrat,do not attend church,30,man,somewhat,a little good,Colorado,Clinton
black,,,a weak Democrat,attend church,49,woman,,,Georgia,Non-voter
white,No,conservative,an independent who leans Republican,attend church,90,man,very,extremely good,Minnesota,Trump
white,Yes,extremely liberal,a strong democrat,attend church,23,woman,very,moderately good,Maryland,Clinton
white,,conservative,an independent who leans Republican,attend church,70,woman,,,Oklahoma,Non-voter
white,Yes,,an independent,do not attend church,28,woman,not at all,a little good,Indiana,Non-voter
white,Yes,moderate,an independent who leans Democratic,attend church,39,woman,somewhat,moderately good,Kansas,Non-voter
black,Yes,moderate,an independent,attend church,46,man,somewhat,extremely good,Tennessee,Clinton
white,Yes,slightly conservative,a weak Democrat,attend church,61,man,somewhat,extremely good,Indiana,Clinton
black,Yes,slightly liberal,a strong democrat,attend church,40,woman,somewhat,extremely good,North Carolina,Clinton
white,Yes,extremely conservative,a weak Republican,do not attend church,40,man,very,moderately good,North Carolina,Trump
asian,Yes,slightly liberal,a weak Democrat,attend church,31,woman,somewhat,moderately good,Ohio,Clinton
white,No,,a strong democrat,attend church,66,woman,not at all,extremely good,Indiana,Non-voter
white,Yes,slightly conservative,a weak Republican,attend church,48,man,somewhat,moderately good,Maryland,Trump
black,Yes,slightly conservative,a weak Democrat,attend church,59,man,somewhat,extremely good,North Carolina,Clinton
hispanic,Yes,moderate,a strong democrat,attend church,58,man,not very,neither good nor bad,California,Non-voter
white,Yes,extremely liberal,an independent who leans Democratic,do not attend church,37,woman,very,a little bad,California,Clinton
white,Yes,slightly conservative,a weak Republican,do not attend church,34,man,somewhat,extremely good,California,Trump
white,Yes,liberal,an independent who leans Democratic,attend church,36,man,very,moderately good,North Carolina,Clinton
white,Yes,conservative,an independent who leans Republican,attend church,41,man,very,extremely good,Arkansas,Trump
black,Yes,,a strong democrat,attend church,58,woman,very,moderately good,Mississippi,Clinton
white,Yes,conservative,a weak Republican,attend church,21,man,somewhat,extremely good,Idaho,Trump
white,Yes,,a strong democrat,attend church,35,,not very,moderately good,Florida,Clinton
white,Yes,slightly liberal,a strong democrat,attend church,75,man,very,extremely good,Pennsylvania,Clinton
white,Yes,conservative,a strong Republican,attend church,88,man,somewhat,extremely good,Idaho,Trump
black,Yes,moderate,a strong democrat,attend church,50,woman,somewhat,extremely good,South Carolina,Clinton
white,Yes,moderate,an independent who leans Democratic,attend church,38,woman,very,moderately good,Maryland,Non-voter
white,Yes,slightly conservative,an independent who leans Republican,do not attend church,63,man,very,extremely good,Florida,Trump
white,Yes,slightly conservative,a strong Republican,attend church,47,woman,very,extremely good,North Carolina,Trump
white,Yes,slightly conservative,an independent who leans Republican,attend church,32,man,not very,moderately good,Colorado,Non-voter
asian,Yes,conservative,an independent who leans Republican,attend church,,man,somewhat,extremely good,New Jersey,Trump
white,Yes,moderate,a strong Republican,do not attend church,59,woman,somewhat,extremely good,Arizona,Trump
white,No,moderate,a weak Republican,attend church,79,,somewhat,extremely good,Ohio,Trump
asian,Yes,slightly liberal,an independent who leans Democratic,attend church,37,woman,somewhat,moderately good,California,Non-voter
black,Yes,liberal,a strong democrat,attend church,76,woman,very,neither good nor bad,North Carolina,Clinton
white,Yes,conservative,a strong Republican,attend church,48,woman,somewhat,extremely good,Texas,Trump
,Yes,,a strong democrat,attend church,66,woman,very,extremely good,Mississippi,Clinton
white,Yes,conservative,a strong Republican,attend church,54,man,somewhat,extremely good,Georgia,Trump
white,No,,an independent who leans Republican,do not attend church,60,woman,not very,moderately good,Colorado,Trump
white,No,,a weak Republican,attend church,26,man,somewhat,extremely good,New Jersey,Trump
white,Yes,moderate,an independent who leans Republican,do not attend church,66,woman,somewhat,extremely good,New Jersey,Trump
hispanic,Yes,,a strong democrat,do not attend church,42,woman,somewhat,extremely good,Colorado,Clinton
hispanic,Yes,liberal,a weak Democrat,do not attend church,33,woman,not very,a little good,Kansas,Clinton
white,Yes,moderate,a weak Republican,do not attend church,21,man,somewhat,extremely good,Kansas,Trump
white,Yes,slightly conservative,an independent who leans Republican,attend church,47,man,somewhat,extremely good,Tennessee,Trump
white,Yes,liberal,a weak Democrat,do not attend church,52,woman,somewhat,neither good nor bad,Washington,Clinton
hispanic,No,slightly conservative,a weak Democrat,do not attend church,52,man,very,extremely good,Colorado,Clinton
hispanic,Yes,slightly liberal,an independent who leans Democratic,attend church,35,man,somewhat,a little good,Tennessee,Non-voter
white,Yes,moderate,an independent who leans Republican,do not attend church,55,man,somewhat,extremely good,New Hampshire,Trump
white,Yes,slightly liberal,an independent who leans Democratic,do not attend church,61,woman,somewhat,extremely good,New Jersey,Clinton
hispanic,Yes,conservative,an independent who leans Democratic,attend church,54,man,somewhat,neither good nor bad,Colorado,Clinton
white,Yes,,an independent,attend church,36,woman,not very,extremely good,Colorado,Clinton
white,Yes,,a strong Republican,attend church,57,woman,somewhat,extremely good,Ohio,Trump
white,No,,a strong Republican,do not attend church,82,man,not very,extremely good,Arizona,Trump
white,Yes,,a strong democrat,do not attend church,72,man,somewhat,moderately good,Kansas,Clinton
hispanic,,moderate,a weak Democrat,do not attend church,56,woman,,,California,Non-voter
,Yes,moderate,an independent who leans Democratic,attend church,80,man,very,extremely good,Ohio,Clinton
